adr_id,adr_term,source
C0948288,Conjunctivitis allergic,SIDER
C1736167,Developmental glaucoma,SIDER
C0233795,Rosacea,SIDER
C0595883,Anterior uveitis,SIDER
C0750394,Vitreous detachment,SIDER
C0877609,Follicular conjunctivitis,SIDER
C0001206,Burning sensation in eye,SIDER
C0007815,Skin warm,SIDER
C0023182,Eye redness,SIDER
C0011860,Eyelids pruritus,SIDER
C0014714,Ocular stinging,SIDER
C0014804,Skin discomfort,SIDER
C0021122,Conjunctival discharge,SIDER
C0030569,Systemic allergic reaction,SIDER
C0031048,Anterograde amnesia,SIDER
C0035357,Blood glucose decreased,SIDER
C0237938,White blood cell count decreased,SIDER
C0239513,Alertness decreased,SIDER
C0264545,Acromegaly,SIDER
C2720436,Cerebrospinal fluid rhinorrhea,SIDER
C0338575,Cerebrospinal fluid leakage,SIDER
C0424741,Type 2 diabetes mellitus,SIDER
C0521158,Ergot poisoning,SIDER
C0596170,Erythromelalgia,SIDER
C0694563,Impulse-control disorder,SIDER
C0919582,Secondary parkinsonism,SIDER
C0948281,Pericarditis constrictive,SIDER
C0233401,Retroperitoneal fibrosis,SIDER
C0003462,Gastrointestinal ulcer,SIDER
C0008728,Pallor facial,SIDER
C0031345,Pleural thickening,SIDER
C0151632,Pleural fibrosis,SIDER
C0232410,Superior sagittal sinus thrombosis,SIDER
C0232409,Cold feet,SIDER
C0235592,Neoplasm recurrence,SIDER
C0332601,Binge eating,SIDER
C0742906,Excessive daytime sleepiness,SIDER
C0849907,Sudden onset of sleep,SIDER
C0852792,Malignant syndrome NOS,SIDER
C0005398,Psychiatric symptom,SIDER
C0033038,Anus disorder,SIDER
C0240521,Allergic granulomatous angiitis,SIDER
C0476327,Pharyngeal disorder,SIDER
C0863147,Red blood cell sedimentation rate increased,SIDER
C0221069,Hair growth increased,SIDER
C0221780,Hair growth abnormal,SIDER
C0235248,Lymphadenopathy cervical,SIDER
C1456863,Cushingoid,SIDER
C0237326,C-reactive protein increased,SIDER
C0262593,Ear pruritus,SIDER
C0270629,Allergic conditions,SIDER
C0343263,Blood cortisol decreased,SIDER
C0426747,Cholestasis extrahepatic,SIDER
C0456677,Premature ejaculation,SIDER
C0002928,Nipple tenderness,SIDER
C0520559,Serum amylase increased,SIDER
C0746961,Glucose urine increased,SIDER
C0854679,Anterior spinal artery syndrome,SIDER
C2747853,Rectal discharge,SIDER
C1262109,Vasoconstriction peripheral,SIDER
C1328332,Vasoconstriction,SIDER
C1698400,Dyschezia,SIDER
C1737224,Peripheral nerve injury,SIDER
C1868752,Extradural abscess,SIDER
C2939427,Chondrolysis,SIDER
C0013221,Anal haemorrhage,SIDER
C0019937,Total spinal block,SIDER
C0030201,Spinal anaesthesia,SIDER
C0235863,Numbness of tongue,SIDER
C0269596,Oxygen saturation decreased,SIDER
C0549389,Needle injury,SIDER
C0549418,Injury associated with device,SIDER
C0015644,Procedural hypotension,SIDER
C0043012,Procedural hypertension,SIDER
C0235195,Incision site oedema,SIDER
C0264907,Post procedural swelling,SIDER
C0549336,Procedural nausea,SIDER
C0728936,Hypoesthesia tongue,SIDER
C0003564,Drug toxicity,SIDER
C0008909,Horner's syndrome,SIDER
C0009269,Postoperative pain,SIDER
C0012746,Delayed delivery,SIDER
C0022104,Haemorrhage in pregnancy,SIDER
C0151564,Wound discharge increased,SIDER
C0234047,Urine flow decreased,SIDER
C0235287,Fasciculation,SIDER
C0241426,Wakefulness,SIDER
C0242172,Sedation,SIDER
C0423823,Wenckebach phenomenon,SIDER
C0424091,Asthma aggravated,SIDER
C0541882,Unspecified circulatory system disorder,SIDER
C2937228,Asthenic conditions,SIDER
C0001403,Anaphylactic responses,SIDER
C0003028,Aphonia,SIDER
C0010828,Claustrophobia,SIDER
C0014867,Cold intolerance,SIDER
C0020619,Dissociative disorder,SIDER
C0023474,Irritable bowel syndrome,SIDER
C0034012,Cogwheel rigidity,SIDER
C0034088,Ejaculation delayed,SIDER
C0085594,Dysosmia,SIDER
C0221264,Burning tongue,SIDER
C0221436,Pelvic inflammatory disease,SIDER
C0235520,Nail thinning,SIDER
C1407280,Decreased interest,SIDER
C0240035,Difficulty thinking,SIDER
C0264523,Tunnel vision,SIDER
C0333582,Addison's disease,SIDER
C0334044,Anhidrosis,SIDER
C0338908,Cytopenia,SIDER
C0349410,Varices oesophageal,SIDER
C0376545,Hypogonadism,SIDER
C0541887,Chronic phase chronic myeloid leukemia,SIDER
C0553980,Delayed puberty,SIDER
C0007196,Pulmonary valve incompetence,SIDER
C0850149,Fever chills,SIDER
C0856825,Cheilosis,SIDER
C0867389,Melanoderma,SIDER
C0877635,Femoral artery thrombosis,SIDER
C0948484,Peripheral artery thrombosis,SIDER
C0948643,Lung fibrosis interstitial,SIDER
C1096274,Pulmonary ossification,SIDER
C2717961,Dystrophic calcification,SIDER
C0026836,Dysplasia,SIDER
C0151730,Anxiety depression,SIDER
C0235131,Organ failure,SIDER
C0240564,Haematological malignancy,SIDER
C0948070,Discomfort rectal,SIDER
C0392167,Endocardial fibrosis,SIDER
C0042063,Restrictive cardiomyopathy,SIDER
C0015544,Dry cough,SIDER
C0150077,Acute graft versus host disease,SIDER
C0520459,Chronic graft versus host disease,SIDER
C1442826,Cytomegalovirus viraemia,SIDER
C0520872,Anal discomfort,SIDER
C0553702,Hyperuricosuria,SIDER
C1096460,Corneal thinning,SIDER
C1112470,Thrombotic microangiopathy,SIDER
C1295666,Muscle relaxation,SIDER
C1527348,Drug effect increased,SIDER
C0004331,Floating feeling,SIDER
C0028949,Nasal pain,SIDER
C0235893,Rhinalgia,SIDER
C0332573,Drug effect prolonged,SIDER
C0700053,Congenital genitourinary abnormality,SIDER
C0740481,Failure to thrive,SIDER
C0854082,Skin breakdown,SIDER
C0858814,Necrotizing enterocolitis,SIDER
C0263367,Necrotising enterocolitis neonatal,SIDER
C0029405,Stroke volume increased,SIDER
C1262165,Ca++ increased,SIDER
C0151683,Infusion site phlebitis,SIDER
C0221255,Infusion site inflammation,SIDER
C0239935,Thyroxine decreased,SIDER
C0406317,Brain hypoxia,SIDER
C0549448,Atrioventricular dissociation,SIDER
C0595876,Oligomenorrhoea,SIDER
C0595928,Allergy aggravated,SIDER
C1561643,Macule,SIDER
C1994994,Idiopathic hypertrophic subaortic stenosis,SIDER
C0019159,Hypotension asymptomatic,SIDER
C0024137,Blood prolactin increased,SIDER
C0028173,Hepatitis symptom,SIDER
C0029877,Koebner phenomenon,SIDER
C1142277,Brown tumour,SIDER
C0078911,High turnover osteopathy,SIDER
C0234936,Neutrophil count increased,SIDER
C0332687,Calcification metastatic,SIDER
C0858794,Haematocrit increased,SIDER
C0877095,Plaque psoriasis,SIDER
C0877096,Haemoglobin increased,SIDER
C0877097,Calcium intoxication,SIDER
C0877126,Serum calcium increased,SIDER
C0877127,Chronic kidney disease,SIDER
C0877661,Excessive thirst,SIDER
C0919600,Hepatitis A,SIDER
C0919603,Cutaneous lupus erythematosus,SIDER
C1096001,NPN increased,SIDER
C1610049,Otitis,SIDER
C0013274,Brown urine,SIDER
C0015934,HIV associated nephropathy,SIDER
C0020545,Application site oedema,SIDER
C0079924,Burns second degree,SIDER
C0332691,Application site warmth,SIDER
C0553704,Application site haematoma,SIDER
C0853760,Application site paraesthesia,SIDER
C0857122,Application site vesicles,SIDER
C0857172,Application site inflammation,SIDER
C0860433,Application site papules,SIDER
C1390484,Application site burn,SIDER
C2712122,Application site hyperaesthesia,SIDER
C0035305,Application site urticaria,SIDER
C0155111,Application site swelling,SIDER
C0235229,Application site exfoliation,SIDER
C0001396,Patent ductus arteriosus,SIDER
C0003834,Microsomia,SIDER
C0005944,Renovascular hypertension,SIDER
C0014431,Oligohydramnios,SIDER
C0016412,Scald,SIDER
C0027822,Serum potassium increased,SIDER
C0028850,Blood potassium increased,SIDER
C0029453,Hyponatraemic,SIDER
C0034634,Persistent dry cough,SIDER
C0085583,Irreversible renal failure,SIDER
C0086438,Skull hypoplasia,SIDER
C0152115,Blood pressure normal,SIDER
C0156312,Retinal detachment,SIDER
C0162275,Bullous keratopathy,SIDER
C0162532,Ciliary muscle spasm,SIDER
C0162565,Adams-Stokes syndrome,SIDER
C0162533,Arterial insufficiency,SIDER
C0263540,Bone metabolism disorder,SIDER
C0341742,Enzyme induction,SIDER
C0520933,Folate deficiency,SIDER
C0542052,Neurodermatitis,SIDER
C0549376,Eye movement disorder,SIDER
C0853755,Osteopenia,SIDER
C0740411,Rage,SIDER
C0853084,Choreoathetosis,SIDER
C0853711,Hypogammaglobulinaemia,SIDER
C3160771,Orofacial dyskinesia,SIDER
C0854530,Testicular atrophy,SIDER
C0856171,Ketonuria,SIDER
C0858093,Variegate porphyria,SIDER
C0858589,Porphyria acute,SIDER
C0877225,Porphyria hepatic,SIDER
C1096272,Onychomadesis,SIDER
C1262535,Acute retention of urine,SIDER
C1274594,Spermatogenesis abnormal,SIDER
C1760428,Coronary artery insufficiency,SIDER
C0037011,Plasma osmolality decreased,SIDER
C0221745,Blood osmolarity decreased,SIDER
C0541831,Delayed gastric emptying,SIDER
C0022893,High density lipoprotein increased,SIDER
C0006105,Sperm count decreased,SIDER
C0035317,Sperm concentration decreased,SIDER
C0043250,Human herpesvirus 6 infection,SIDER
C0085437,Coronary artery disease aggravated,SIDER
C0151885,Plasma calcium decreased,SIDER
C0559546,Coordination disturbance,SIDER
C0265783,Bone density decreased,SIDER
C0334579,Vanishing bile duct syndrome,SIDER
C0393444,Jaundice hepatocellular,SIDER
C0521503,Lichenoid keratosis,SIDER
C0542007,Suicidal behaviour,SIDER
C1504431,Shoulder pain,SIDER
C0861157,Depression suicidal,SIDER
C0031099,Choreiform,SIDER
C0035067,Labyrinthitis,SIDER
C0151599,Brain abscess,SIDER
C0151718,Retinal haemorrhage,SIDER
C0235467,Wound,SIDER
C0235876,Meningitis bacterial,SIDER
C0267821,Reaction aggravation,SIDER
C0349782,Adverse reaction,SIDER
C0424740,Pulmonary hypoplasia,SIDER
C0521160,Anaplastic astrocytoma,SIDER
C0581164,Meningitis chemical,SIDER
C0861111,Injection site burning,SIDER
C0857256,Cerebral haematoma,SIDER
C0221742,Idiopathic pneumonia syndrome,SIDER
C0853986,Decreased night vision,SIDER
C0856882,Periodontitis,SIDER
C0860864,Renal artery stenosis,SIDER
C0853777,Drug level increased,SIDER
C0033778,Hypocholesterolaemia,SIDER
C0231170,Angina pectoris aggravated,SIDER
C0234428,Depression aggravated,SIDER
C0751523,Hepatic congestion,SIDER
C0920102,Ischaemic cardiomyopathy,SIDER
C0877517,Cold hands,SIDER
C1112209,Rash psoriaform,SIDER
C0554309,Digoxin level increased,SIDER
C1167654,Cardioactive drug level increased,SIDER
C0011974,Heart failure signs and symptoms,SIDER
C0149512,Unwell,SIDER
C0541900,Serum sickness-like reaction,SIDER
C0151474,Lymphocyte count decreased,SIDER
C0854268,Potassium increased,SIDER
C1112626,Albumin low,SIDER
C0085702,Blood albumin decreased,SIDER
C0221752,Pruritus vulvae,SIDER
C0947999,Disability,SIDER
C0580413,Consciousness abnormal,SIDER
C0702266,Nonconvulsive status epilepticus,SIDER
C0860209,Phosphorus low,SIDER
C0014718,Blood phosphorus decreased,SIDER
C0239150,Abdominal infection,SIDER
C0852810,Azotemia prerenal,SIDER
C0343495,Acute prerenal failure,SIDER
C0549343,Dermatitis diaper,SIDER
C0581879,Acute sinusitis,SIDER
C0001430,Disulfiram like reaction,SIDER
C0003504,Alcohol intolerance,SIDER
C0004659,Foetal damage,SIDER
C0010054,Allergic exanthema,SIDER
C0012817,Monocytosis,SIDER
C0013240,Blood urine,SIDER
C0014733,Blood urine present,SIDER
C0014860,Prothrombin time shortened,SIDER
C0023798,Basophilia,SIDER
C0027721,Gallbladder sludge,SIDER
C1704320,Intertrigo candida,SIDER
C0039103,Creatinine low,SIDER
C0079487,Blood creatinine decreased,SIDER
C0149778,Lockjaw,SIDER
C0155503,Neck tightness,SIDER
C0178415,Felt faint,SIDER
C0235750,Adenoma benign,SIDER
C0240671,Aortic valve incompetence,SIDER
C0241669,Bacteriuria,SIDER
C0272774,Arteriosclerosis coronary artery,SIDER
C0740299,Diverticulum,SIDER
C0744403,Alveolar osteitis,SIDER
C0852914,Erysipelas,SIDER
C0852977,Oesophageal perforation,SIDER
C0853117,Lipoma,SIDER
C0856880,Lipoid nephrosis,SIDER
C0949059,Glomerulonephritis minimal lesion,SIDER
C3489393,Synovitis,SIDER
C0034734,Helicobacter infection,SIDER
C0011633,Soft tissue infection,SIDER
C0029089,Vertigo CNS origin,SIDER
C0028866,Prostatic specific antigen increased,SIDER
C0032533,Hypertension worsened,SIDER
C0427055,Activated partial thromboplastin time prolonged,SIDER
C0520463,Venous occlusion,SIDER
C1142028,Foot fracture,SIDER
C2239176,Blood culture positive,SIDER
C0345904,Gingival infection,SIDER
C0017658,Bacteriuria NOS present,SIDER
C0026975,Epilepsy aggravated,SIDER
C0041747,Blood testosterone decreased,SIDER
C0235353,Urea increased,SIDER
C1262064,Large intestine polyp,SIDER
C0026650,Hiatus hernia,SIDER
C0003615,Raynaud's disease,SIDER
C0007137,Dermatomyositis,SIDER
C0010043,Ophthalmoplegia,SIDER
C0013298,IIIrd nerve paralysis,SIDER
C0017677,Polymyalgia rheumatica,SIDER
C0020903,Facial paresis,SIDER
C0026769,Hepatitis chronic active,SIDER
C0030578,Peripheral nerve palsy,SIDER
C0035309,Hepatocellular carcinoma,SIDER
C0037023,Hepatic cancer,SIDER
C0040213,Glomerulonephritis,SIDER
C0040261,Myelitis,SIDER
C0042721,Unintended pregnancy,SIDER
C0043037,Tooth caries aggravated NOS,SIDER
C0080276,Oculogyration,SIDER
C0085635,Movement disorder,SIDER
C0149756,Appendicitis,SIDER
C0151854,Squamous cell carcinoma,SIDER
C0005818,Ulcerative keratitis,SIDER
C0162848,Duodenitis,SIDER
C0221392,Tongue geographic,SIDER
C0149836,Illusion,SIDER
C0232286,Multiple sclerosis,SIDER
C0235338,Paronychia,SIDER
C0235762,Retinal disorder,SIDER
C0235847,Sialoadenitis,SIDER
C0235939,Costochondritis,SIDER
C0010399,Onychomycosis,SIDER
C0235972,Hepatitis viral,SIDER
C0236023,Common wart,SIDER
C0267988,Urogenital disorder,SIDER
C0278008,Photopsia,SIDER
C0410480,Plantar fasciitis,SIDER
C0520888,Abnormal platelets,SIDER
C0549391,Platelet disorder,SIDER
C0701821,Eruption lichenoid,SIDER
C0034011,Vaginitis atrophic,SIDER
C0009144,Atrophic vulvovaginitis,SIDER
C0235339,Precordial pain,SIDER
C1536052,Salivary gland pain,SIDER
C0032541,Rheumatoid arthritis aggravated,SIDER
C0155550,Hyperhemoglobinemia,SIDER
C0018784,Crying abnormal,SIDER
C0235272,Crying,SIDER
C0347602,Retinal deposits,SIDER
C0241442,Periodontal destruction,SIDER
C0730362,Hyperproteinaemia,SIDER
C0221185,Change of bowel habit,SIDER
C0013132,Avascular necrosis femoral head,SIDER
C0014553,Electrocardiogram T wave inversion,SIDER
C0151865,Bladder discomfort,SIDER
C0221152,Onychia,SIDER
C0231688,Puberty,SIDER
C0267516,Tongue coated,SIDER
C0025160,Mouth irritation,SIDER
C0424448,Oral mucosal exfoliation,SIDER
C0700075,Polyneuritis,SIDER
C0751564,Neural hearing loss,SIDER
C1112182,Deafness neurosensory,SIDER
C0025517,Retinal damage,SIDER
C0151476,Retinal injury,SIDER
C0857483,Protrusion tongue,SIDER
C0027343,Maculopathy,SIDER
C0151689,Xanthopsia,SIDER
C0235807,Drooling,SIDER
C1504422,Petit mal epilepsy,SIDER
C1963964,Pregnancy test false positive,SIDER
C0438243,Obstipation,SIDER
C0853746,Gait shuffling,SIDER
C0032461,Colon atonic,SIDER
C0079035,Megacolon,SIDER
C0239293,Masked facies,SIDER
C0854107,Motor restlessness,SIDER
C1458140,Pill rolling,SIDER
C0029221,Parkinsonian rest tremor,SIDER
C0853895,Metabolic disorder,SIDER
C0038463,Alkalosis hypochloraemic,SIDER
C0085655,Worsening of diabetes,SIDER
C0239946,Ingrowing nail,SIDER
C0858118,Hair discoloration,SIDER
C0948695,Hair texture abnormal,SIDER
C0001127,Application site hypersensitivity,SIDER
C0003175,Periungual erythema,SIDER
C0010034,Serum creatinine abnormal,SIDER
C0016512,Blood creatinine abnormal,SIDER
C0021313,Polycythaemia,SIDER
C0022665,Bradyarrhythmia,SIDER
C0025162,Oesophageal haemorrhage,SIDER
C0029878,Haemorrhage subcutaneous,SIDER
C0035127,Bleeding tendency,SIDER
C0041981,Organic brain syndrome,SIDER
C0079102,Mental disorder due to a general medical condition,SIDER
C0085271,Strongyloidiasis,SIDER
C0853089,Polymyositis,SIDER
C0149523,Hepatic fibrosis,SIDER
C0151577,Anaemias haemolytic immune,SIDER
C0151588,Plasma creatinine increased,SIDER
C0151629,White blood cell count low,SIDER
C0152002,Respiratory acidosis,SIDER
C0155866,Anthrax,SIDER
C0221785,Corneal disorder,SIDER
C0241310,Foot pain,SIDER
C0242225,Kidney infection,SIDER
C0277585,Renal neoplasm,SIDER
C0278045,Megacolon toxic,SIDER
C0343886,Otitis externa,SIDER
C0349231,Repetitive strain injury,SIDER
C0403723,Uric acid level increased,SIDER
C0423234,Cerebral thrombosis,SIDER
C0425669,Self injurious behaviour,SIDER
C0277934,Intentional self-injury,SIDER
C0474381,Acute cystitis,SIDER
C0580493,Creatinine renal clearance decreased,SIDER
C0852361,Deafness transitory,SIDER
C0853226,Fixed eruption,SIDER
C0854114,Renal vasculitis,SIDER
C0857751,Pneumonia anthrax,SIDER
C0860700,Ache wrists,SIDER
C0860703,Suprapubic pain,SIDER
C0860901,Colour blindness,SIDER
C0860745,Drug intolerance,SIDER
C0553698,Urine odour abnormal,SIDER
C0863129,Gastrointestinal candidiasis,SIDER
C0948447,Phobia,SIDER
C0949083,Candiduria,SIDER
C0973461,Punctate epithelial erosion,SIDER
C1096282,Abdominal aortic bruit,SIDER
C3665818,Aortic bruit,SIDER
C1609496,Chromatopsia,SIDER
C1619733,Serum albumin decreased,SIDER
C0007773,Bone and joint infections,SIDER
C0009024,Skin haemorrhage,SIDER
C0010068,Visual colour distortions,SIDER
C0013781,International normalised ratio decreased,SIDER
C0151747,Corneal epithelium defect,SIDER
C0151892,Erythema multiforme minor,SIDER
C0155320,Prothrombin level abnormal,SIDER
C0231785,Serum total protein decreased,SIDER
C0340952,Protein total decreased,SIDER
C0576702,Blood monocytes increased,SIDER
C0877104,Monocyte count increased,SIDER
C0948168,AGEP,SIDER
C1112616,Chromosomal mutation,SIDER
C3160858,Nosocomial pneumonia,SIDER
C0000786,Dysphasia,SIDER
C0015927,Medication residue,SIDER
C0024228,Medication residue present,SIDER
C0025193,Eyelid exfoliation,SIDER
C0025209,Gout flare,SIDER
C0028754,Cerebral arteritis,SIDER
C0151598,Clonus,SIDER
C0232943,Coronary heart disease,SIDER
C0233469,Electric shock,SIDER
C0234022,Renal tubular disorder,SIDER
C0235401,Retinal pigmentation,SIDER
C0235653,Blindness cortical,SIDER
C0236051,Carpo-pedal spasm,SIDER
C0013220,Secondary anemia,SIDER
C0265122,Lhermitte's sign,SIDER
C0278080,Retinal toxicity,SIDER
C0278106,Bone marrow toxicity,SIDER
C0553721,Loss of proprioception,SIDER
C0020620,Posterior reversible encephalopathy syndrome,SIDER
C0694536,Abortion spontaneous,SIDER
C0741553,Foetal death,SIDER
C1112442,Lymphatic disorder,SIDER
C3251821,Melancholia,SIDER
C0002940,Melanosis,SIDER
C0003044,Obesity,SIDER
C0003850,Drug level decreased,SIDER
C0004161,Menometrorrhagia,SIDER
C0007078,Blunted affect,SIDER
C0009376,Anorgasmia,SIDER
C0015408,Glucose tolerance abnormal,SIDER
C0015806,Breast cancer female,SIDER
C0016167,Tolerance development,SIDER
C0017551,Drug tolerance,SIDER
C0020505,Pericardial disease,SIDER
C0020546,Dependence physiological,SIDER
C0020877,Ejaculation failure,SIDER
C0021092,Sweating decreased,SIDER
C0021099,Hypohidrosis,SIDER
C0022578,Drug seeking behavior,SIDER
C0027531,Hemorrhage abnormal,SIDER
C0028768,Female sexual dysfunction,SIDER
C0034628,Catatonic reaction,SIDER
C0035522,Aneurysm,SIDER
C0036117,Animal bite,SIDER
C0036439,Arteriosclerosis,SIDER
C0040147,Sports injury,SIDER
C0040436,Carbuncle,SIDER
C0040580,Colonic polyp,SIDER
C0041601,Eye injury,SIDER
C0043145,Femoral neck fracture,SIDER
C3203531,Anal fissure,SIDER
C0149732,Gilbert's syndrome,SIDER
C0151478,Hyperphagia,SIDER
C0155428,Hypertensive crisis,SIDER
C0159877,Ileitis,SIDER
C0206504,Cerumen impaction,SIDER
C0232208,Impetigo,SIDER
C0235002,Keratoconus,SIDER
C0235168,Neck injury,SIDER
C0235196,Obsessive-compulsive disorder,SIDER
C0235919,Radius fracture,SIDER
C0700594,Rib fracture,SIDER
C0236048,Salmonellosis,SIDER
C0239233,Scoliosis,SIDER
C0239725,Thyroiditis,SIDER
C0240802,Tooth erosion,SIDER
C0242362,Tracheal disorder,SIDER
C0242891,Ulna fracture,SIDER
C0267158,Whiplash injury,SIDER
C0270549,Post-traumatic neck syndrome,SIDER
C0276141,Muscle rupture,SIDER
C0278151,Neurotransmitter level altered,SIDER
C0281774,Otosalpingitis,SIDER
C0334082,Ankle fracture,SIDER
C0339807,Tympanic membrane perforation,SIDER
C0346156,Nodal rhythm,SIDER
C0376356,Head discomfort,SIDER
C0410740,Nervous tremulousness,SIDER
C0435001,Suicidal tendency,SIDER
C0520575,Nerve root lesion,SIDER
C0520878,Radiculopathy,SIDER
C0522058,Gastric polyps,SIDER
C0872380,Early satiety,SIDER
C0549250,Genital pain,SIDER
C0549253,Pregnancy test positive,SIDER
C0549259,Intervertebral disc protrusion,SIDER
C0549264,Tooth injury,SIDER
C0549393,Reflux gastritis,SIDER
C0549397,Generalised anxiety disorder,SIDER
C0549453,Bronchitis viral,SIDER
C0558919,Facial spasm,SIDER
C0574960,Acute psychosis,SIDER
C0589616,Epidermal naevus,SIDER
C0700031,House dust allergy,SIDER
C0729552,Benign breast neoplasm,SIDER
C0747256,Premenstrual tension,SIDER
C0748726,Finger deformity,SIDER
C0852932,Ligament injury,SIDER
C0853225,Pyelonephritis acute,SIDER
